,0
1366,186695.08077899704
1367,125469.6132103669
1368,143663.8886732927
1369,231497.3961656394
1370,110483.39491159402
1371,157525.28807605852
1372,252316.40343909452
1373,466401.08639351616
1374,222095.1190279711
1375,234446.95728187254
1376,96483.08886792038
1377,121117.48280492598
1378,84886.77075725672
1379,169569.7246521253
1380,74647.18020744018
1381,237075.36796588608
1382,144257.6738606283
1383,123809.58877852252
1384,113316.72041387347
1385,126963.65346594364
1386,245466.19092434045
1387,138845.9766683072
1388,377324.0011317018
1389,124231.51353887198
1390,225873.86572950592
1391,130344.31623367911
1392,126069.31076645544
1393,159247.11341628924
1394,238114.46510542458
1395,257912.05777355115
1396,167135.01835168063
1397,136988.64065750502
1398,135279.01241497014
1399,135688.2803560774
1400,118041.53595178272
1401,196407.5048199597
1402,173223.72330387446
1403,281864.4608253091
1404,117550.04948342327
1405,271404.1257604464
1406,123910.56079769289
1407,108631.71281294884
1408,131969.68397106227
1409,215175.87392645597
1410,226120.82431409956
1411,142354.18532433832
1412,106310.58479048297
1413,251392.78117777803
1414,207560.73551198628
1415,172809.47152149855
1416,124038.29095989998
1417,335264.10341652547
1418,125989.52527767845
1419,221580.19963187503
1420,175711.4508037944
1421,134158.7159561036
1422,148537.21162688217
1423,270849.3322102943
1424,137644.36439737256
1425,148436.3056642154
1426,269317.5454960679
1427,139414.40465316773
1428,110837.3406228915
1429,146695.13228886647
1430,193947.84868357156
1431,132803.10624471135
1432,63848.75935808765
1433,179739.53673267743
1434,166226.4701919467
1435,169488.9968780797
1436,130977.31875545254
1437,395085.0110332146
1438,150188.55959443303
1439,193677.08368385048
1440,187402.07767810256
1441,148278.0992819209
1442,307972.1510667816
1443,134567.4144627219
1444,139359.9722449106
1445,145457.44895063373
1446,157742.64302121056
1447,218770.32318490747
1448,119286.36221310117
1449,87973.64158377209
1450,149993.64747493633
1451,283873.87109066354
1452,142668.9098439758
1453,85032.94731545204
1454,166632.6880847045
1455,165791.73280969285
1456,210260.51366886715
1457,251370.74214400648
1458,143576.93792206355
